X,Words,Point_Mean,Frequency,Point_STD,Price_Mean,Price_STD
1795,woodsy,87.53846154,13,3.017045592,43.15384615,45.16053984
1796,woody,87.22,50,2.323702183,25.54,18.58374317
1797,work,87.23076923,26,2.141171498,31.34615385,25.58428003
1798,works,88,12,2.860387768,38.91666667,33.29061657
1799,worth,89,13,2,29.15384615,15.65165675
1800,would,87.89189189,74,2.940354874,34.2027027,31.56987455
1801,wound,90.30769231,39,2.773500981,54.87179487,59.82834194
1802,wrapped,88.98113208,53,3.296213247,44.37735849,25.53672048
1803,wraps,88.81818182,11,3.156522828,39,25.66320323
1804,year,89.3625,80,2.926283122,58.975,136.3748534
1805,years,90.63461538,312,2.714937928,53.42628205,42.65777616
1806,yeast,89.16,25,2.461029595,29.68,16.01749044
1807,yeasty,87.20512821,39,2.764240518,25.02564103,12.86056228
1808,yellow,88.39568345,139,2.641965411,35.5323741,64.0980117
1809,yet,89.90710383,183,2.904544341,49.04918033,102.9120119
1810,you,88.30882353,136,2.950240934,36.55882353,34.64353175
1811,you'll,87.8125,16,3.331040878,33.125,23.15707235
1812,young,88.95783133,166,2.928133979,38.37951807,34.09586222
1813,your,88.65,40,3.66934634,34.975,25.81242744
1814,youthful,89.40740741,27,2.500142446,35,20.81419634
1815,zest,88.78632479,117,2.99663334,29.88034188,21.9109335
1816,zesty,87.87826087,115,2.42120684,23.25217391,16.02894502
1817,zingy,88.16666667,12,2.587850401,29.16666667,29.08243248
1818,zippy,88.53846154,13,3.044541143,21.92307692,12.78320212
